short_ema,long_ema,adx_period,adx_threshold,chop_period,chop_threshold,final_balance
9,30,14,50,20,50,1049.743105318806
9,30,14,50,20,62,1043.781065042184
9,30,14,50,28,38,1015.6537220683053
9,30,14,50,28,50,1049.079539325913
9,30,14,50,28,62,1050.0189265367314
9,30,20,20,14,38,995.0458291632963
9,30,20,20,14,50,1020.3417563307082
9,30,20,20,14,62,990.9719179967628
9,30,20,20,20,38,1041.0829439376018
9,30,20,20,20,50,986.5869314576191
9,30,20,20,20,62,997.0023379346084
9,30,20,20,28,38,991.7280583221857
9,30,20,20,28,50,1055.1568823232199
9,30,20,20,28,62,979.8612073075375
9,30,20,25,14,38,1003.7350185292676
9,30,20,25,14,50,1041.3511656703129
9,30,20,25,14,62,1017.8592223923761
9,30,20,25,20,38,1077.2191393762614
9,30,20,25,20,50,1026.8170147936478
9,30,20,25,20,62,1045.4885993416967
9,30,20,25,28,38,989.8141245072513
9,30,20,25,28,50,1059.5717433550328
9,30,20,25,28,62,1021.1501066659393
9,30,20,30,14,38,999.5706681694038
9,30,20,30,14,50,1083.5453780695213
9,30,20,30,14,62,1052.9698350492633
9,30,20,30,20,38,1115.7185106852598
9,30,20,30,20,50,1046.1984039760514
9,30,20,30,20,62,1070.8921361557605
9,30,20,30,28,38,1050.6451672087312
9,30,20,30,28,50,1048.4278753394865
9,30,20,30,28,62,1060.7363682001267
9,30,20,50,14,38,1027.886176424695
9,30,20,50,14,50,1079.8172059090791
9,30,20,50,14,62,1088.2993970348487
9,30,20,50,20,38,1102.2859778746702
9,30,20,50,20,50,1058.912779221944
9,30,20,50,20,62,1088.2993970348487
9,30,20,50,28,38,990.363714943044
9,30,20,50,28,50,1033.7460699481885
9,30,20,50,28,62,1088.2993970348487
9,50,10,20,14,38,1003.6253805586069
9,50,10,20,14,50,1084.750056408231
9,50,10,20,14,62,1068.4168989457557
9,50,10,20,20,38,1015.2298707389234
9,50,10,20,20,50,997.7104592057794
9,50,10,20,20,62,1082.3007463351673
9,50,10,20,28,38,1106.907814617135
9,50,10,20,28,50,1011.8844552998887
9,50,10,20,28,62,1070.6410243217172
9,50,10,25,14,38,980.3546367556785
9,50,10,25,14,50,1069.631252321033
9,50,10,25,14,62,1055.8963501587414
9,50,10,25,20,38,980.3594641282259
9,50,10,25,20,50,1008.964756794967
9,50,10,25,20,62,1064.5310335034153
9,50,10,25,28,38,1097.7925810093752
9,50,10,25,28,50,1026.2975220841624
9,50,10,25,28,62,1054.6688025431733
9,50,10,30,14,38,977.6524497331593
9,50,10,30,14,50,1041.5347121406003
9,50,10,30,14,62,1051.8269838949163
9,50,10,30,20,38,1006.8856162480299
9,50,10,30,20,50,1004.5283411029986
9,50,10,30,20,62,1060.022012305601
9,50,10,30,28,38,1090.5283891194456
9,50,10,30,28,50,1027.0449291445177
9,50,10,30,28,62,1056.677850577849
9,50,10,50,14,38,1059.905827577571
9,50,10,50,14,50,1046.1536212377782
9,50,10,50,14,62,1021.6015221988833
9,50,10,50,20,38,1046.645902068539
9,50,10,50,20,50,1040.1207201670131
9,50,10,50,20,62,1026.6096961258436
9,50,10,50,28,38,1110.8020404496654
9,50,10,50,28,50,1004.0497970434003
9,50,10,50,28,62,1026.3004868656542
9,50,14,20,14,38,1021.9738445395607
9,50,14,20,14,50,1047.997554379573
9,50,14,20,14,62,1021.3770777213975
9,50,14,20,20,38,990.9784001154812
9,50,14,20,20,50,975.5837199356398
9,50,14,20,20,62,1032.3073501668105
9,50,14,20,28,38,1099.6316989585582
9,50,14,20,28,50,1002.2619260667282
9,50,14,20,28,62,1025.0178493879405
9,50,14,25,14,38,1085.9387864459643
9,50,14,25,14,50,1071.8186941712513
9,50,14,25,14,62,1027.8723831202615
9,50,14,25,20,38,1013.3234501742783
9,50,14,25,20,50,997.1647159805052
9,50,14,25,20,62,1025.921242990622
9,50,14,25,28,38,1093.0851770064362
9,50,14,25,28,50,1043.6454495855035
9,50,14,25,28,62,1024.534190627117
9,50,14,30,14,38,1050.5413712723623
9,50,14,30,14,50,1057.7156397258175
9,50,14,30,14,62,1012.8962835970578
9,50,14,30,20,38,996.6454849659217
9,50,14,30,20,50,1049.932505311274
9,50,14,30,20,62,1012.1538460829889
9,50,14,30,28,38,1115.293696733539
9,50,14,30,28,50,1037.5725805020868
9,50,14,30,28,62,1011.9684922119864
9,50,14,50,14,38,1015.1680877759321
9,50,14,50,14,50,975.0902332059021
9,50,14,50,14,62,1028.490985261367
9,50,14,50,20,38,980.0415733565492
9,50,14,50,20,50,987.3399802753628
9,50,14,50,20,62,1031.9575226613576
9,50,14,50,28,38,1192.2448163536214
9,50,14,50,28,50,988.6032525533446
9,50,14,50,28,62,1031.7071337765224
9,50,20,20,14,38,1014.6213631889975
9,50,20,20,14,50,1040.8001087966481
9,50,20,20,14,62,1011.2183634709326
9,50,20,20,20,38,996.4775774280517
9,50,20,20,20,50,1005.5225955619135
9,50,20,20,20,62,1006.1347217067373
9,50,20,20,28,38,1062.1947983409204
9,50,20,20,28,50,1032.7833791974524
9,50,20,20,28,62,997.3310186700018
9,50,20,25,14,38,1053.009186478388
9,50,20,25,14,50,1071.2175050900614
9,50,20,25,14,62,1032.2593317809465
9,50,20,25,20,38,1032.3970857606346
9,50,20,25,20,50,1047.3784204290441
9,50,20,25,20,62,1031.737614940099
9,50,20,25,28,38,1024.7572115435185
9,50,20,25,28,50,1036.3060999271656
9,50,20,25,28,62,1029.344559911288
9,50,20,30,14,38,1054.6781465752738
9,50,20,30,14,50,1026.2678587185533
9,50,20,30,14,62,1041.0457455412318
9,50,20,30,20,38,983.1999199884744
9,50,20,30,20,50,1003.3175351006381
9,50,20,30,20,62,1043.840685074233
9,50,20,30,28,38,1030.7454622904202
9,50,20,30,28,50,1002.8664841076197
9,50,20,30,28,62,1039.6517756891024
9,50,20,50,14,38,1099.9704242963187
9,50,20,50,14,50,1063.3107876491918
9,50,20,50,14,62,1085.6338657766178
9,50,20,50,20,38,1008.3885878955665
9,50,20,50,20,50,1067.3352476728628
9,50,20,50,20,62,1085.6338657766178
9,50,20,50,28,38,1138.8272750648634
9,50,20,50,28,50,1072.4122513630684
9,50,20,50,28,62,1085.6338657766178
9,100,10,20,14,38,980.7693399510886
9,100,10,20,14,50,1076.164823828978
9,100,10,20,14,62,1078.4679369479904
9,100,10,20,20,38,1012.7213029069092
9,100,10,20,20,50,1050.2434996126185
9,100,10,20,20,62,1076.5106387129622
9,100,10,20,28,38,1028.8730390058881
9,100,10,20,28,50,1046.790211004689
9,100,10,20,28,62,1075.9071786059387
9,100,10,25,14,38,1006.5659865252368
9,100,10,25,14,50,1064.3567161667675
9,100,10,25,14,62,1066.65469423674
9,100,10,25,20,38,1000.9249399234386
9,100,10,25,20,50,1062.630292874579
9,100,10,25,20,62,1053.7140169491222
9,100,10,25,28,38,1006.0768523649574
9,100,10,25,28,50,1071.13891878058
9,100,10,25,28,62,1058.3803025245584
9,100,10,30,14,38,1026.971534828406
9,100,10,30,14,50,1061.1937734225805
9,100,10,30,14,62,1067.5368650702874
9,100,10,30,20,38,1004.3900515136553
9,100,10,30,20,50,1070.9388754859976
9,100,10,30,20,62,1057.6770096360644
9,100,10,30,28,38,989.5397303169104
9,100,10,30,28,50,1068.1236121917511
9,100,10,30,28,62,1055.9324498844228
9,100,10,50,14,38,1057.000320329114
9,100,10,50,14,50,1016.642974824846
9,100,10,50,14,62,1011.0968565511325
9,100,10,50,20,38,997.8574248401578
9,100,10,50,20,50,1005.3351557571665
9,100,10,50,20,62,1006.8938204775884
9,100,10,50,28,38,967.9540641987439
9,100,10,50,28,50,1020.9716453406303
9,100,10,50,28,62,1006.5815491856238
9,100,14,20,14,38,995.3051765778598
9,100,14,20,14,50,1079.01590520552
9,100,14,20,14,62,1072.625980025003
9,100,14,20,20,38,1005.245749129788
9,100,14,20,20,50,1070.033548364169
9,100,14,20,20,62,1069.3898958536556
9,100,14,20,28,38,1006.5526395799784
9,100,14,20,28,50,1035.9685948545923
9,100,14,20,28,62,1066.184993467462
9,100,14,25,14,38,1020.4928048094042
9,100,14,25,14,50,1100.4891379119952
9,100,14,25,14,62,1086.6452701464677
9,100,14,25,20,38,1038.35104050026
9,100,14,25,20,50,1103.6099216778857
9,100,14,25,20,62,1095.830161692713
9,100,14,25,28,38,1018.3935579856648
9,100,14,25,28,50,1085.0275824602195
9,100,14,25,28,62,1092.542949363392
9,100,14,30,14,38,997.866523389514
9,100,14,30,14,50,1051.412011425362
9,100,14,30,14,62,1059.2779252549992
9,100,14,30,20,38,976.6220741868779
9,100,14,30,20,50,1055.680972681658
9,100,14,30,20,62,1064.8819879392559
9,100,14,30,28,38,1021.431533409444
9,100,14,30,28,50,1084.742501022207
9,100,14,30,28,62,1064.2711391533664
9,100,14,50,14,38,1033.773036884244
9,100,14,50,14,50,1033.0655649435876
9,100,14,50,14,62,1034.2556959317615
9,100,14,50,20,38,1042.0197449156976
9,100,14,50,20,50,1014.785411076037
9,100,14,50,20,62,1022.4643684228802
9,100,14,50,28,38,1017.9634674641463
9,100,14,50,28,50,1017.9994238578857
9,100,14,50,28,62,1012.0036623933017
9,100,20,20,14,38,1035.4373341593966
9,100,20,20,14,50,1035.3366164935853
9,100,20,20,14,62,993.0115226577562
9,100,20,20,20,38,1020.3536151814603
9,100,20,20,20,50,1029.2543455518166
9,100,20,20,20,62,989.5938334189057
9,100,20,20,28,38,1010.3070522808159
9,100,20,20,28,50,1006.2340874945726
9,100,20,20,28,62,989.3641505775582
9,100,20,25,14,38,1077.0905791293303
9,100,20,25,14,50,1015.3992486400206
9,100,20,25,14,62,957.8407771679296
9,100,20,25,20,38,1020.4487428106137
9,100,20,25,20,50,1016.0668668135982
9,100,20,25,20,62,963.8762702303745
9,100,20,25,28,38,1006.1561658041794
9,100,20,25,28,50,991.4485893248367
9,100,20,25,28,62,962.7560426443996
9,100,20,30,14,38,1075.9915639658923
9,100,20,30,14,50,1008.2060814947948
9,100,20,30,14,62,985.5167200544183
9,100,20,30,20,38,1007.6474910379952
9,100,20,30,20,50,973.1912712386574
9,100,20,30,20,62,976.3852846466284
9,100,20,30,28,38,966.5311670736028
9,100,20,30,28,50,990.734649994768
9,100,20,30,28,62,975.2569725215513
9,100,20,50,14,38,1032.5463142352658
9,100,20,50,14,50,1100.0109984856147
9,100,20,50,14,62,1076.4935390417475
9,100,20,50,20,38,1087.0036115213709
9,100,20,50,20,50,1098.3044433363139
9,100,20,50,20,62,1076.4935390417475
9,100,20,50,28,38,1072.192104805304
9,100,20,50,28,50,1058.8551761744563
9,100,20,50,28,62,1076.4935390417475
