short_ema,long_ema,adx_period,adx_threshold,chop_period,chop_threshold,final_balance
12,26,10,50,20,50,1026.7190315596881
12,26,10,50,20,62,1034.2242217272253
12,26,10,50,28,38,1034.0431436446795
12,26,10,50,28,50,1032.1241365539988
12,26,10,50,28,62,1034.9485099578915
12,26,14,20,14,38,1000.2850892935923
12,26,14,20,14,50,1064.3329420495677
12,26,14,20,14,62,1034.5374433653135
12,26,14,20,20,38,1073.2213892244265
12,26,14,20,20,50,1023.6743573704872
12,26,14,20,20,62,1040.9700113898818
12,26,14,20,28,38,1061.5178937900755
12,26,14,20,28,50,1045.693221108566
12,26,14,20,28,62,1033.2889049200219
12,26,14,25,14,38,977.7101505760845
12,26,14,25,14,50,1107.887293325146
12,26,14,25,14,62,1066.3797325972735
12,26,14,25,20,38,1118.1258175711107
12,26,14,25,20,50,1052.4819351545184
12,26,14,25,20,62,1062.910431056089
12,26,14,25,28,38,1050.3909583544323
12,26,14,25,28,50,1046.3736166783872
12,26,14,25,28,62,1063.6242415648624
12,26,14,30,14,38,988.7050404771405
12,26,14,30,14,50,1101.2611346184128
12,26,14,30,14,62,1045.7018718667637
12,26,14,30,20,38,1109.0160023468318
12,26,14,30,20,50,1040.854514364814
12,26,14,30,20,62,1055.167898374914
12,26,14,30,28,38,1041.9487515062078
12,26,14,30,28,50,1032.3097957513055
12,26,14,30,28,62,1054.884830564683
12,26,14,50,14,38,1037.153959092438
12,26,14,50,14,50,1110.18687521293
12,26,14,50,14,62,1120.8362000336506
12,26,14,50,20,38,1130.6885650892564
12,26,14,50,20,50,1113.9734581697157
12,26,14,50,20,62,1121.7455833053375
12,26,14,50,28,38,1045.5912600401368
12,26,14,50,28,50,1117.4538988533723
12,26,14,50,28,62,1120.0760560901367
12,26,20,20,14,38,1030.2615793663995
12,26,20,20,14,50,1019.8069255837083
12,26,20,20,14,62,986.4104413391342
12,26,20,20,20,38,1081.506837693787
12,26,20,20,20,50,992.0378562359917
12,26,20,20,20,62,981.2380026217483
12,26,20,20,28,38,1029.645427963572
12,26,20,20,28,50,1030.678669161313
12,26,20,20,28,62,969.1068516514399
12,26,20,25,14,38,1032.7956862776373
12,26,20,25,14,50,1047.505775646078
12,26,20,25,14,62,1006.5012359509333
12,26,20,25,20,38,1031.5301115700759
12,26,20,25,20,50,1037.869826476199
12,26,20,25,20,62,1014.3419990056432
12,26,20,25,28,38,958.1142918778999
12,26,20,25,28,50,1055.6128159632603
12,26,20,25,28,62,1007.7988778426773
12,26,20,30,14,38,1001.5038863505706
12,26,20,30,14,50,1068.9764616015675
12,26,20,30,14,62,1024.1515127345522
12,26,20,30,20,38,1070.9517761165584
12,26,20,30,20,50,1029.4957769292087
12,26,20,30,20,62,1028.808179859019
12,26,20,30,28,38,1040.5908888246468
12,26,20,30,28,50,1039.4482543521683
12,26,20,30,28,62,1029.0477234300404
12,26,20,50,14,38,998.9609254114625
12,26,20,50,14,50,1018.3561995835661
12,26,20,50,14,62,1057.0480275257796
12,26,20,50,20,38,1078.912013685245
12,26,20,50,20,50,1025.7952836833138
12,26,20,50,20,62,1057.0480275257796
12,26,20,50,28,38,972.159593033818
12,26,20,50,28,50,1093.42159187494
12,26,20,50,28,62,1057.0480275257796
12,30,10,20,14,38,1048.8100264033317
12,30,10,20,14,50,1070.3860280949477
12,30,10,20,14,62,1049.0580625957364
12,30,10,20,20,38,999.6250972883353
12,30,10,20,20,50,1039.521077194344
12,30,10,20,20,62,1049.4583620662866
12,30,10,20,28,38,1083.668428852891
12,30,10,20,28,50,1045.9634017743044
12,30,10,20,28,62,1041.1651095710592
12,30,10,25,14,38,1049.2310066371294
12,30,10,25,14,50,1047.576939461528
12,30,10,25,14,62,1040.4612867996009
12,30,10,25,20,38,1000.5620029670505
12,30,10,25,20,50,1040.9441838368846
12,30,10,25,20,62,1039.2197695185405
12,30,10,25,28,38,1086.1085434473077
12,30,10,25,28,50,1024.9624520748018
12,30,10,25,28,62,1027.4764261640669
12,30,10,30,14,38,1063.4019409797636
12,30,10,30,14,50,1070.7371949695041
12,30,10,30,14,62,1100.3848993035974
12,30,10,30,20,38,1015.892216169907
12,30,10,30,20,50,1071.3497208357269
12,30,10,30,20,62,1106.750205898832
12,30,10,30,28,38,1081.231740324135
12,30,10,30,28,50,1074.8138128102269
12,30,10,30,28,62,1099.6096259945218
12,30,10,50,14,38,1031.1223404005834
12,30,10,50,14,50,1004.0158699782285
12,30,10,50,14,62,972.5427232707829
12,30,10,50,20,38,979.1058517368994
12,30,10,50,20,50,985.6303858910094
12,30,10,50,20,62,975.3746080462465
12,30,10,50,28,38,1045.0444593475333
12,30,10,50,28,50,987.9472635259744
12,30,10,50,28,62,977.0051104471357
12,30,14,20,14,38,1028.799013001237
12,30,14,20,14,50,1061.6702273652802
12,30,14,20,14,62,1025.7793350390334
12,30,14,20,20,38,1037.2042314741602
12,30,14,20,20,50,1046.8877229088193
12,30,14,20,20,62,1024.4854635219856
12,30,14,20,28,38,1073.3690937039034
12,30,14,20,28,50,1030.1615990384378
12,30,14,20,28,62,1022.4450473768369
12,30,14,25,14,38,977.721150016959
12,30,14,25,14,50,1058.4793583800197
12,30,14,25,14,62,1028.505728399225
12,30,14,25,20,38,1008.9323796807469
12,30,14,25,20,50,1078.3390763469647
12,30,14,25,20,62,1030.4386533398354
12,30,14,25,28,38,1099.9207173149664
12,30,14,25,28,50,1051.2855261659392
12,30,14,25,28,62,1023.9596992860139
12,30,14,30,14,38,1002.9577545178565
12,30,14,30,14,50,1014.877576363683
12,30,14,30,14,62,994.4887878830732
12,30,14,30,20,38,953.7759758141925
12,30,14,30,20,50,1058.3007489705574
12,30,14,30,20,62,1009.1129360559815
12,30,14,30,28,38,1113.3405350873495
12,30,14,30,28,50,1042.9388147293425
12,30,14,30,28,62,1007.7635693971456
12,30,14,50,14,38,1010.5795927856873
12,30,14,50,14,50,1009.5685465557469
12,30,14,50,14,62,1021.6147941708991
12,30,14,50,20,38,1051.509395287233
12,30,14,50,20,50,1013.6966930967587
12,30,14,50,20,62,1021.455560578336
12,30,14,50,28,38,1032.6487111019012
12,30,14,50,28,50,1024.519991828686
12,30,14,50,28,62,1021.455560578336
12,30,20,20,14,38,1071.3790274977077
12,30,20,20,14,50,1007.4583842307812
12,30,20,20,14,62,984.0010764132388
12,30,20,20,20,38,1021.4673393351815
12,30,20,20,20,50,995.7742660779306
12,30,20,20,20,62,983.3635211366473
12,30,20,20,28,38,1066.4438344133591
12,30,20,20,28,50,1019.9816050984955
12,30,20,20,28,62,968.2622117786286
12,30,20,25,14,38,1060.7099053656027
12,30,20,25,14,50,1053.7322476196146
12,30,20,25,14,62,1026.8605851887337
12,30,20,25,20,38,963.3372349627514
12,30,20,25,20,50,1061.9908028201353
12,30,20,25,20,62,1036.184536532037
12,30,20,25,28,38,1007.4410541911362
12,30,20,25,28,50,1035.9532704964713
12,30,20,25,28,62,1013.657279999388
12,30,20,30,14,38,1033.3877756170232
12,30,20,30,14,50,1037.8687006941695
12,30,20,30,14,62,1034.6645813960868
12,30,20,30,20,38,999.0025880342314
12,30,20,30,20,50,1044.764648399007
12,30,20,30,20,62,1042.4489198297185
12,30,20,30,28,38,1116.5762091658444
12,30,20,30,28,50,1026.7490068911848
12,30,20,30,28,62,1038.645860610236
12,30,20,50,14,38,1031.9077457531134
12,30,20,50,14,50,997.398557878431
12,30,20,50,14,62,1010.1555286617502
12,30,20,50,20,38,1012.420351988074
12,30,20,50,20,50,983.3232269397427
12,30,20,50,20,62,1009.9980811631482
12,30,20,50,28,38,990.7810716063127
12,30,20,50,28,50,985.9065020490794
12,30,20,50,28,62,1009.9980811631482
12,50,10,20,14,38,1042.133338774239
12,50,10,20,14,50,1054.6033675275658
12,50,10,20,14,62,1076.6565083554842
12,50,10,20,20,38,1015.8545452736648
12,50,10,20,20,50,1038.0386747345424
12,50,10,20,20,62,1079.8875863498029
12,50,10,20,28,38,1022.9739271349596
12,50,10,20,28,50,1037.7626913978904
12,50,10,20,28,62,1081.7650179075924
12,50,10,25,14,38,1037.0352873439488
12,50,10,25,14,50,1047.5416141182725
12,50,10,25,14,62,1059.5672504268477
12,50,10,25,20,38,961.5080368839969
12,50,10,25,20,50,1025.5367913277205
12,50,10,25,20,62,1067.6771551968106
12,50,10,25,28,38,1016.7967568300282
12,50,10,25,28,50,1028.5042612971572
12,50,10,25,28,62,1064.3768532240963
12,50,10,30,14,38,1027.312173270014
12,50,10,30,14,50,1043.5165394729445
12,50,10,30,14,62,1075.8267672333614
12,50,10,30,20,38,982.8163138749942
12,50,10,30,20,50,1016.2649181428249
12,50,10,30,20,62,1068.4334469852113
12,50,10,30,28,38,1014.352921233799
12,50,10,30,28,50,1032.656708933273
12,50,10,30,28,62,1069.4416679416515
12,50,10,50,14,38,983.4210026629287
12,50,10,50,14,50,1010.4476290590112
12,50,10,50,14,62,996.5496533657076
12,50,10,50,20,38,963.6052260247036
12,50,10,50,20,50,1021.1945044405403
12,50,10,50,20,62,1001.3669422673698
12,50,10,50,28,38,998.0111266057704
12,50,10,50,28,50,1018.0919221853192
12,50,10,50,28,62,1000.5707729604869
12,50,14,20,14,38,1021.1885713426319
12,50,14,20,14,50,1040.8717011723797
12,50,14,20,14,62,1030.6361021878652
12,50,14,20,20,38,976.3171443714004
12,50,14,20,20,50,1014.787914784319
12,50,14,20,20,62,1030.0197947155518
12,50,14,20,28,38,1025.1370587498127
12,50,14,20,28,50,1033.320749399569
12,50,14,20,28,62,1035.3270771088983
12,50,14,25,14,38,1041.3621552942302
12,50,14,25,14,50,1068.418484088922
12,50,14,25,14,62,1043.4708003094293
12,50,14,25,20,38,978.9309243457185
12,50,14,25,20,50,1033.5856503270456
12,50,14,25,20,62,1037.448017289546
12,50,14,25,28,38,1027.63544369096
12,50,14,25,28,50,1059.4736614514336
12,50,14,25,28,62,1042.4358416156927
12,50,14,30,14,38,1035.264875887328
12,50,14,30,14,50,1037.467842852899
12,50,14,30,14,62,1001.8290867223348
12,50,14,30,20,38,946.6835067608973
12,50,14,30,20,50,1018.0955757174669
12,50,14,30,20,62,1001.0100781485063
12,50,14,30,28,38,1069.2868906556848
12,50,14,30,28,50,1049.3494049657138
12,50,14,30,28,62,1005.568165331758
12,50,14,50,14,38,1024.0079055758213
12,50,14,50,14,50,1009.1428625831602
12,50,14,50,14,62,1083.6457877458747
12,50,14,50,20,38,1025.5024753670045
12,50,14,50,20,50,1061.2992187862908
12,50,14,50,20,62,1094.691764669665
12,50,14,50,28,38,1127.342076970556
12,50,14,50,28,50,1035.3946796450039
12,50,14,50,28,62,1094.597610267022
12,50,20,20,14,38,1025.1466389204188
12,50,20,20,14,50,1037.663524194557
12,50,20,20,14,62,1027.6443718193493
12,50,20,20,20,38,998.97536295633
12,50,20,20,20,50,1028.7130580719445
12,50,20,20,20,62,1017.9613809216708
12,50,20,20,28,38,1016.6174980924055
12,50,20,20,28,50,1066.631223360222
12,50,20,20,28,62,1018.4417463222877
12,50,20,25,14,38,1059.6190412396454
12,50,20,25,14,50,1050.3140080635185
12,50,20,25,14,62,1027.5213740876047
12,50,20,25,20,38,1030.891673740035
12,50,20,25,20,50,1039.7718556929683
12,50,20,25,20,62,1016.9545394818513
12,50,20,25,28,38,1015.196608633019
12,50,20,25,28,50,1017.8434881675306
12,50,20,25,28,62,1024.801966840556
12,50,20,30,14,38,1004.3726030200462
12,50,20,30,14,50,1007.4064744584718
12,50,20,30,14,62,1030.4063526919042
12,50,20,30,20,38,1017.6385953375001
12,50,20,30,20,50,973.8613382514886
12,50,20,30,20,62,1021.3019627979367
12,50,20,30,28,38,958.9945640899382
12,50,20,30,28,50,979.502486442092
12,50,20,30,28,62,1028.342207054438
12,50,20,50,14,38,1178.1622756777338
12,50,20,50,14,50,1193.6034247269765
12,50,20,50,14,62,1084.4102588697283
12,50,20,50,20,38,1111.537908343406
12,50,20,50,20,50,1067.4043012773411
12,50,20,50,20,62,1084.4102588697283
12,50,20,50,28,38,1140.1200915905702
12,50,20,50,28,50,1077.032062847898
12,50,20,50,28,62,1084.4102588697283
12,100,10,20,14,38,1068.15745938426
12,100,10,20,14,50,1069.681405379352
12,100,10,20,14,62,1073.8805980642876
12,100,10,20,20,38,1063.8082362288878
12,100,10,20,20,50,1072.5317091268817
12,100,10,20,20,62,1073.529495285707
12,100,10,20,28,38,1090.6587243344538
12,100,10,20,28,50,1056.8048082456635
12,100,10,20,28,62,1069.9657413944815
12,100,10,25,14,38,1071.9941198895233
12,100,10,25,14,50,1079.5511326838036
12,100,10,25,14,62,1069.5893736616654
12,100,10,25,20,38,1051.8018591112973
12,100,10,25,20,50,1063.1370904854489
12,100,10,25,20,62,1070.8015762675927
12,100,10,25,28,38,1096.3637828955907
12,100,10,25,28,50,1074.701573733746
12,100,10,25,28,62,1075.728432537146
12,100,10,30,14,38,1023.5140257509291
12,100,10,30,14,50,1044.1221071003458
12,100,10,30,14,62,1041.3176648107635
12,100,10,30,20,38,995.6176651342093
12,100,10,30,20,50,1031.8560599007553
12,100,10,30,20,62,1050.5717066888142
12,100,10,30,28,38,1076.8488010511599
12,100,10,30,28,50,1051.6997263883263
12,100,10,30,28,62,1052.7112758014762
12,100,10,50,14,38,1054.4392026560242
12,100,10,50,14,50,1049.992945387555
12,100,10,50,14,62,1056.3543756572874
12,100,10,50,20,38,1053.5775743401653
12,100,10,50,20,50,1055.6082456836662
12,100,10,50,20,62,1056.3867135637001
12,100,10,50,28,38,1122.718483276681
12,100,10,50,28,50,1031.892953185572
12,100,10,50,28,62,1056.3867135637001
12,100,14,20,14,38,1047.921515806169
12,100,14,20,14,50,1087.2458506850737
12,100,14,20,14,62,1087.2664180526108
12,100,14,20,20,38,1051.2651315688593
12,100,14,20,20,50,1087.629872584104
12,100,14,20,20,62,1090.6264794234166
12,100,14,20,28,38,1102.2764995412651
12,100,14,20,28,50,1061.4974245646963
12,100,14,20,28,62,1088.5680234192525
12,100,14,25,14,38,1010.3707454645779
12,100,14,25,14,50,1094.8747610191622
12,100,14,25,14,62,1085.8936939913704
12,100,14,25,20,38,1010.6094329258977
12,100,14,25,20,50,1081.3127413241002
12,100,14,25,20,62,1091.2598801007198
12,100,14,25,28,38,1121.994558421426
12,100,14,25,28,50,1067.3337660943519
12,100,14,25,28,62,1088.8682641962646
12,100,14,30,14,38,1026.7516682545943
12,100,14,30,14,50,1096.9691351025233
12,100,14,30,14,62,1078.288231711892
12,100,14,30,20,38,995.0456493980946
12,100,14,30,20,50,1078.844679885417
12,100,14,30,20,62,1082.1338734225678
12,100,14,30,28,38,1107.4259659785946
12,100,14,30,28,50,1071.9537579076054
12,100,14,30,28,62,1084.1288855627968
12,100,14,50,14,38,1022.5048795385651
12,100,14,50,14,50,1046.0264307335815
12,100,14,50,14,62,1053.7919712936568
12,100,14,50,20,38,1096.2745367606683
12,100,14,50,20,50,1048.075134426221
12,100,14,50,20,62,1049.6537068824705
12,100,14,50,28,38,1020.8010270883832
12,100,14,50,28,50,1053.7629831023883
12,100,14,50,28,62,1049.6537068824705
12,100,20,20,14,38,1050.3430960972994
12,100,20,20,14,50,1038.040074522021
12,100,20,20,14,62,1013.5246768778943
12,100,20,20,20,38,1024.3221267282363
12,100,20,20,20,50,1033.4570194477758
12,100,20,20,20,62,1015.3572508320497
12,100,20,20,28,38,1096.560891065468
12,100,20,20,28,50,1024.806866090545
12,100,20,20,28,62,1005.2076312684345
12,100,20,25,14,38,1027.0252821116833
12,100,20,25,14,50,1013.7588464903828
12,100,20,25,14,62,981.7153697151525
12,100,20,25,20,38,1055.368080584404
12,100,20,25,20,50,1010.4825148485268
12,100,20,25,20,62,992.5008612848565
12,100,20,25,28,38,1064.1256636333555
12,100,20,25,28,50,1022.5720091515637
12,100,20,25,28,62,981.5335918821684
12,100,20,30,14,38,1057.610800668055
12,100,20,30,14,50,1081.077474137566
12,100,20,30,14,62,1026.938435549862
12,100,20,30,20,38,1106.4908547192263
12,100,20,30,20,50,1058.554127470154
12,100,20,30,20,62,1029.9682473719338
12,100,20,30,28,38,1005.9225026020754
12,100,20,30,28,50,1051.7354408825215
12,100,20,30,28,62,1029.9596086554743
12,100,20,50,14,38,997.0549398566284
12,100,20,50,14,50,1026.811731456744
12,100,20,50,14,62,1037.412146372028
12,100,20,50,20,38,1119.2674584799088
12,100,20,50,20,50,1036.5327585992254
12,100,20,50,20,62,1037.4270065402181
12,100,20,50,28,38,1078.4682217004947
12,100,20,50,28,50,1040.2179027620566
12,100,20,50,28,62,1037.4270065402181
