short_ema,long_ema,adx_period,adx_threshold,chop_period,chop_threshold,final_balance
15,50,,,28,38,1031.2096788932786
15,50,,,28,50,1053.9062970268956
15,50,,,28,62,1066.349385586524
15,100,,,14,38,1052.8429972556862
15,100,,,14,50,1044.630811551637
15,100,,,14,62,1062.1639704142121
15,100,,,20,38,1027.7924920745263
15,100,,,20,50,1071.505115381311
15,100,,,20,62,1076.9171204663546
15,100,,,28,38,1061.286558594634
15,100,,,28,50,1041.9705726083766
15,100,,,28,62,1062.654575528407
20,21,,,14,38,1095.873505087747
20,21,,,14,50,1062.1700273657377
20,21,,,14,62,1044.6660762293639
20,21,,,20,38,984.8641169568386
20,21,,,20,50,1069.4950500685306
20,21,,,20,62,1050.5048290404059
20,21,,,28,38,1071.609318090208
20,21,,,28,50,1039.6595227727241
20,21,,,28,62,1038.4229050354074
20,26,,,14,38,1061.465809945476
20,26,,,14,50,1124.4140707404495
20,26,,,14,62,1059.6775459416617
20,26,,,20,38,982.2931713534692
20,26,,,20,50,1093.1611937302278
20,26,,,20,62,1061.7614667451057
20,26,,,28,38,1061.7171631139563
20,26,,,28,50,1064.953872633248
20,26,,,28,62,1051.234387120686
20,30,,,14,38,1034.8390256623406
20,30,,,14,50,1126.89347036844
20,30,,,14,62,1052.15729052948
20,30,,,20,38,1037.7285588434222
20,30,,,20,50,1065.899548254281
20,30,,,20,62,1063.1874596740834
20,30,,,28,38,1058.607976271824
20,30,,,28,50,1007.0195886518885
20,30,,,28,62,1049.9742868746582
20,50,,,14,38,1045.845664831182
20,50,,,14,50,1093.3034861264548
20,50,,,14,62,1084.5899074676486
20,50,,,20,38,962.1760064796549
20,50,,,20,50,1047.5070124684312
20,50,,,20,62,1080.944849138339
20,50,,,28,38,937.3870464682941
20,50,,,28,50,1077.420121287824
20,50,,,28,62,1088.6768145145847
20,100,,,14,38,1078.3311946054307
20,100,,,14,50,1053.5749946880544
20,100,,,14,62,1073.8761928461004
20,100,,,20,38,994.1647762673928
20,100,,,20,50,1092.5006818031418
20,100,,,20,62,1074.8330475219414
20,100,,,28,38,1130.495531355462
20,100,,,28,50,1074.0390486269841
20,100,,,28,62,1070.0170652405277
